"state","county","Number_children","Number_adults","Family_Size","housing_cost","food_cost","transportation_cost","healthcare_cost","other_necessities_cost","childcare_cost","taxes","total_cost","median_family_income","remaining_income","deficit_status","child_coef"
"AK","Dillingham Census Area",0,2,2,12564,6504.22,10298.75,12186.56,6909.17,0,6577.97,55040.67,57301,2260.33,FALSE,-16696
"AK","Dillingham Census Area",1,1,2,15324,5225.66,9177.23,9146.53,7445.95,10744.24,6637.31,63700.92,57301,-6399.92,TRUE,-16696
"AK","Dillingham Census Area",1,2,3,15324,8092.42,10871.44,15239.81,8484.69,10744.24,8191.59,76948.18,57301,-19647.18,TRUE,-16696
"AK","Dillingham Census Area",2,1,3,15324,7389.01,9796.65,12199.78,8229.82,19832.25,8169.23,80940.73,57301,-23639.73,TRUE,-16696
"AK","Dillingham Census Area",2,2,4,15324,9993.62,11196.74,18293.06,9173.57,19832.25,8702.48,92515.71,57301,-35214.71,TRUE,-16696
"AK","Dillingham Census Area",3,1,4,20448,9956.71,10154.7,15253.03,11016.83,22628.56,11727.41,101185.23,57301,-43884.23,TRUE,-16696
"AK","Dillingham Census Area",3,2,5,20448,12267.51,11683.27,21346.31,11854.12,22628.56,11004.45,111232.22,57301,-53931.22,TRUE,-16696
"AK","Dillingham Census Area",4,1,5,20448,12255.69,10597.62,18306.28,11849.84,22628.56,11861.38,107947.36,57301,-50646.36,TRUE,-16696
"AK","Dillingham Census Area",4,2,6,20448,15064.33,11521.16,24399.56,12867.52,22628.56,10745.99,117675.12,57301,-60374.12,TRUE,-16696
"AK","Fairbanks North Star Borough",0,1,1,10296,3184.33,10703.91,6080.38,4884.45,0,5470.58,40619.65,92407.16,51787.51,FALSE,-20130
"AK","Fairbanks North Star Borough",0,2,2,11844,5837.93,13069.73,12160.76,6406.86,0,6750.34,56069.63,92407.16,36337.53,FALSE,-20130
"AK","Fairbanks North Star Borough",1,1,2,15612,4690.35,11578.2,9119.24,7356.34,12743.32,7666.8,68766.26,92407.16,23640.9,FALSE,-20130
"AK","Fairbanks North Star Borough",1,2,3,15612,7263.44,13965.95,15199.62,8288.67,12743.32,9070.25,82143.26,92407.16,10263.9,FALSE,-20130
"AK","Fairbanks North Star Borough",2,1,3,15612,6632.09,12524.86,12158.11,8059.91,24686.34,10518.37,90191.68,92407.16,2215.48000000001,FALSE,-20130
"AK","Fairbanks North Star Borough",2,2,4,15612,8969.88,15203.37,18238.49,8906.98,24686.34,10767.33,102384.39,92407.16,-9977.23,TRUE,-20130
"AK","Fairbanks North Star Borough",3,1,4,22344,8936.75,13717.28,15196.97,11334.25,28361.12,15410.26,115300.64,92407.16,-22893.48,TRUE,-20130
"AK","Fairbanks North Star Borough",3,2,5,22344,11010.84,15607.35,21277.35,12085.77,28361.12,14285.15,124971.59,92407.16,-32564.43,TRUE,-20130
"AK","Fairbanks North Star Borough",4,1,5,22344,11000.23,14146.58,18235.84,12081.93,28361.12,15478.82,121648.52,92407.16,-29241.36,TRUE,-20130
"AK","Fairbanks North Star Borough",4,2,6,22344,13521.16,15792,24316.22,12995.36,28361.12,14331.81,131661.67,92407.16,-39254.51,TRUE,-20130
"AK","Haines Borough",0,1,1,8328,3210.29,12313.57,6225.28,4180.78,0,5293.38,39551.29,83207.82,43656.53,FALSE,-15034
"AK","Haines Borough",0,2,2,9072,5885.52,14400.47,12450.56,5419.7,0,6329.3,53557.56,83207.82,29650.26,FALSE,-15034
"AK","Haines Borough",1,1,2,11868,4728.59,13050.5,9344.12,6013.6,9665.5,6147.01,60817.31,83207.82,22390.51,FALSE,-15034
"AK","Haines Borough",1,2,3,11868,7322.65,15136.82,15569.4,6953.53,9665.5,7733.9,74249.8,83207.82,8958.02,FALSE,-15034
"AK","Haines Borough",2,1,3,11868,6686.15,13837.42,12462.95,6722.9,17841.07,7198.38,76616.88,83207.82,6590.94,FALSE,-15034
"AK","Haines Borough",2,2,4,11868,9043,15620.14,18688.23,7576.88,17841.07,8044.05,88681.38,83207.82,-5473.56,TRUE,-15034
"AK","Haines Borough",3,1,4,15744,9009.61,14356.01,15581.79,8969.21,20356.62,9791.6,93808.85,83207.82,-10601.03,TRUE,-15034
"AK","Haines Borough",3,2,5,15744,11100.6,16471.53,21807.07,9726.86,20356.62,9620.01,104826.7,83207.82,-21618.88,TRUE,-15034
"AK","Haines Borough",4,1,5,15744,11089.91,15155.1,18700.63,9722.98,20356.62,9945.34,100714.57,83207.82,-17506.75,TRUE,-15034
"AK","Haines Borough",4,2,6,15744,13631.39,16469.78,24925.91,10643.86,20356.62,9174.13,110945.68,83207.82,-27737.86,TRUE,-15034
"AK","Hoonah-Angoon Census Area",0,1,1,8040,3045.88,11830.68,6225.28,4016.85,0,5074.64,38233.33,69310.76,31077.43,FALSE,-14392
"AK","Hoonah-Angoon Census Area",0,2,2,10320,5584.11,13455.18,12450.56,5762.69,0,6398.69,53971.23,69310.76,15339.53,FALSE,-14392
"AK","Hoonah-Angoon Census Area",1,1,2,12180,4486.42,12435.36,9344.12,6038.9,9614.61,6029.78,60129.19,69310.76,9181.56999999999,FALSE,-14392
"AK","Hoonah-Angoon Census Area",1,2,3,12180,6947.64,14056.75,15569.4,6930.7,9614.61,7484.84,72783.93,69310.76,-3473.17,TRUE,-14392
"AK","Hoonah-Angoon Census Area",2,1,3,12180,6343.74,13086.88,12462.95,6711.88,17747.12,6952.49,75485.07,69310.76,-6174.31000000001,TRUE,-14392
"AK","Hoonah-Angoon Census Area",2,2,4,12180,8579.89,14404.94,18688.23,7522.13,17747.12,7728.98,86851.29,69310.76,-17540.53,TRUE,-14392
"AK","Hoonah-Angoon Census Area",3,1,4,15768,8548.2,13469.65,15581.79,8810.72,20249.43,9235.63,91663.43,69310.76,-22352.67,TRUE,-14392
"AK","Hoonah-Angoon Census Area",3,2,5,15768,10532.11,15061.82,21807.07,9529.57,20249.43,9010.01,101958,69310.76,-32647.24,TRUE,-14392
"AK","Hoonah-Angoon Census Area",4,1,5,15768,10521.96,14088.93,18700.63,9525.89,20249.43,9252.12,98106.96,69310.76,-28796.2,TRUE,-14392
"AK","Hoonah-Angoon Census Area",4,2,6,15768,12933.28,14919.23,24925.91,10399.61,20249.43,8467.63,107663.07,69310.76,-38352.31,TRUE,-14392
"AK","Juneau City and Borough",0,1,1,11184,3019.92,10477.53,6225.28,5146.64,0,5650.29,41703.65,111667.34,69963.69,FALSE,-19424
"AK","Juneau City and Borough",0,2,2,13488,5536.52,12868.67,12450.56,6893.33,0,7135.78,58372.86,111667.34,53294.48,FALSE,-19424
"AK","Juneau City and Borough",1,1,2,16956,4448.19,11566.19,9344.12,7755.58,11931.05,7912.82,69913.95,111667.34,41753.39,FALSE,-19424
"AK","Juneau City and Borough",1,2,3,16956,6888.42,13895.66,15569.4,8639.78,11931.05,9234.2,83114.51,111667.34,28552.83,FALSE,-19424
"AK","Juneau City and Borough",2,1,3,16956,6289.67,12649.94,12462.95,8422.82,22022.93,10225.51,89029.83,111667.34,22637.51,FALSE,-19424
"AK","Juneau City and Borough",2,2,4,16956,8506.76,15244.27,18688.23,9226.16,22022.93,10502.98,101147.33,111667.34,10520.01,FALSE,-19424
"AK","Juneau City and Borough",3,1,4,24264,8475.35,13965.52,15581.79,11862.76,25128.12,15194.83,114472.37,111667.34,-2805.03,TRUE,-19424
"AK","Juneau City and Borough",3,2,5,24264,10442.35,15756.89,21807.07,12575.48,25128.12,14044.31,124018.22,111667.34,-12350.88,TRUE,-19424
"AK","Juneau City and Borough",4,1,5,24264,10432.29,14504.97,18700.63,12571.83,25128.12,15272.86,120874.69,111667.34,-9207.35000000001,TRUE,-19424
